task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
103	8e/9783c4	1229394	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K36MK)	COMPLETED	0	2025-06-11 16:56:08.355	4.9s	4s	378.6%	398.5 MB	28.4 GB	1.2 GB	930.3 MB
127	0a/8ab5ed	1230617	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K42MK)	COMPLETED	0	2025-06-11 16:56:12.364	923ms	17ms	73.0%	3 MB	3.9 MB	130.6 KB	904 B
105	40/466d35	1231199	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K32MK)	COMPLETED	0	2025-06-11 16:56:13.241	1.9s	0ms	94.8%	12.3 MB	19.9 MB	8 MB	19.9 KB
131	35/e3c665	1231770	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K43MK)	COMPLETED	0	2025-06-11 16:56:15.166	994ms	17ms	70.3%	3 MB	3.9 MB	130.6 KB	904 B
134	1c/6be8f6	1233064	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K44MK)	COMPLETED	0	2025-06-11 16:56:19.169	955ms	19ms	98.7%	3.1 MB	3.9 MB	130.6 KB	904 B
104	e7/df7ff2	1228429	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K36MK)	COMPLETED	0	2025-06-11 16:56:07.108	13.2s	11s	211.4%	1.4 GB	6.7 GB	349.3 MB	6.4 MB
107	01/ea8382	1233724	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K37MK)	COMPLETED	0	2025-06-11 16:56:20.305	3.9s	3s	345.8%	390.6 MB	28.4 GB	895 MB	651 MB
137	0c/e4b9e3	1234560	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K46MK)	COMPLETED	0	2025-06-11 16:56:23.315	1.4s	17ms	103.9%	2.9 MB	3.9 MB	130.6 KB	905 B
108	a8/9b790a	1231766	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K37MK)	COMPLETED	0	2025-06-11 16:56:15.160	10.2s	9s	216.2%	1.3 GB	6.7 GB	249 MB	6.4 MB
110	a9/92d189	1235162	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K33MK)	COMPLETED	0	2025-06-11 16:56:24.251	2.3s	1s	93.4%	12.3 MB	19.9 MB	8.1 MB	50.2 KB
111	2f/e3afc8	1235609	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K38MK)	COMPLETED	0	2025-06-11 16:56:25.365	4s	3s	327.1%	391.2 MB	28.4 GB	714.3 MB	521.9 MB
112	9b/88f166	1236061	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K38MK)	COMPLETED	0	2025-06-11 16:56:26.533	9.8s	8s	220.5%	1.3 GB	6.5 GB	197.4 MB	6.4 MB
114	87/178317	1236990	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K39MK)	COMPLETED	0	2025-06-11 16:56:29.393	9.7s	7s	223.9%	1.2 GB	6.5 GB	213.7 MB	6.4 MB
115	89/bfad16	1238006	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K39MK)	COMPLETED	0	2025-06-11 16:56:36.338	4.2s	3s	367.3%	387.7 MB	28.4 GB	785.4 MB	576.8 MB
116	ff/b6e698	1238827	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K34MK)	COMPLETED	0	2025-06-11 16:56:39.133	2.3s	1s	95.7%	12.2 MB	19.9 MB	8.1 MB	132.9 KB
119	43/a5ae07	1239292	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K3MK)	COMPLETED	0	2025-06-11 16:56:40.562	4.1s	2s	330.2%	399 MB	28.4 GB	645.5 MB	462.4 MB
118	0e/25f8f6	1239681	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K3MK)	COMPLETED	0	2025-06-11 16:56:41.485	9.9s	8s	200.2%	1.3 GB	6.6 GB	188.1 MB	6.5 MB
121	6c/d8d96a	1240551	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K40MK)	COMPLETED	0	2025-06-11 16:56:44.661	10.7s	9s	202.3%	1.2 GB	6.6 GB	232.6 MB	6.4 MB
122	6d/c1bbce	1241571	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K40MK)	COMPLETED	0	2025-06-11 16:56:51.367	4.4s	3s	338.2%	400.2 MB	28.4 GB	828.4 MB	600.8 MB
124	c4/680607	1242674	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K35MK)	COMPLETED	0	2025-06-11 16:56:55.388	2.3s	1s	95.3%	12.3 MB	19.9 MB	8 MB	17.8 KB
125	1c/31da77	1242997	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K41MK)	COMPLETED	0	2025-06-11 16:56:55.760	3.6s	3s	299.7%	396.8 MB	28.4 GB	591 MB	426.6 MB
128	24/a8a4a9	1244130	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K36MK)	COMPLETED	0	2025-06-11 16:56:59.328	2s	1s	95.7%	12.2 MB	19.9 MB	8 MB	33.4 KB
146	be/8ec392	1244821	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K47MK)	COMPLETED	0	2025-06-11 16:57:01.300	938ms	18ms	132.1%	3 MB	3.9 MB	130.6 KB	905 B
130	7d/21e9f7	1244818	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K42MK)	COMPLETED	0	2025-06-11 16:57:01.294	3.7s	2s	323.4%	398.6 MB	28.4 GB	762.3 MB	549.6 MB
126	47/716e66	1243580	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K41MK)	COMPLETED	0	2025-06-11 16:56:57.705	8.6s	6s	235.9%	1.1 GB	6.4 GB	169.4 MB	6.4 MB
150	36/81932a	1246582	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K48MK)	COMPLETED	0	2025-06-11 16:57:06.016	1.1s	17ms	134.6%	2.8 MB	3.9 MB	130.6 KB	905 B
153	8f/7160b8	1248117	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K49MK)	COMPLETED	0	2025-06-11 16:57:12.091	922ms	18ms	66.4%	2.8 MB	3.9 MB	130.6 KB	904 B
129	cc/7b5dc5	1246240	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K42MK)	COMPLETED	0	2025-06-11 16:57:05.008	9.2s	7s	222.7%	1.2 GB	6.5 GB	217.7 MB	6.4 MB
133	a0/8d9285	1246726	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K43MK)	COMPLETED	0	2025-06-11 16:57:06.262	8.3s	7s	204.1%	1.3 GB	6.7 GB	158 MB	6.4 MB
156	78/ab7468	1249601	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K4MK)	COMPLETED	0	2025-06-11 16:57:15.567	948ms	19ms	93.5%	2.8 MB	3.9 MB	130.6 KB	904 B
132	d8/e2a7e7	1248767	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K43MK)	COMPLETED	0	2025-06-11 16:57:14.218	3.2s	2s	300.2%	408.3 MB	28.4 GB	546.5 MB	393.4 MB
136	c7/17c026	1249120	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K44MK)	COMPLETED	0	2025-06-11 16:57:14.560	3.3s	2s	287.6%	408 MB	28.4 GB	554.3 MB	398.2 MB
138	47/4480b7	1250684	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K37MK)	COMPLETED	0	2025-06-11 16:57:17.865	2.1s	0ms	95.4%	12.3 MB	19.9 MB	8.1 MB	70.5 KB
161	8d/59c6a5	1252098	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K50MK)	COMPLETED	0	2025-06-11 16:57:21.984	1.1s	18ms	98.0%	2.9 MB	3.9 MB	130.6 KB	904 B
140	a1/d04cfa	1251547	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K46MK)	COMPLETED	0	2025-06-11 16:57:19.969	3.6s	3s	327.3%	401.7 MB	28.4 GB	706.2 MB	510.6 MB
135	92/da4db4	1250602	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K44MK)	COMPLETED	0	2025-06-11 16:57:17.459	8.2s	6s	227.4%	975.8 MB	6.7 GB	161.1 MB	6.4 MB
165	cd/102579	1253597	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K51MK)	COMPLETED	0	2025-06-11 16:57:25.535	984ms	17ms	73.0%	3 MB	3.9 MB	130.6 KB	904 B
141	c3/8b6ec2	1253647	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K38MK)	COMPLETED	0	2025-06-11 16:57:25.694	1.9s	1s	94.9%	12.2 MB	19.9 MB	8 MB	13.4 KB
142	ac/4d6375	1254836	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K39MK)	COMPLETED	0	2025-06-11 16:57:27.644	1.9s	1s	94.4%	12.3 MB	19.9 MB	8 MB	29.6 KB
143	4b/a527b9	1255398	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K3MK)	COMPLETED	0	2025-06-11 16:57:29.514	1.9s	1s	93.6%	12.3 MB	19.9 MB	8 MB	29.2 KB
168	bd/ae2e66	1255836	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K52MK)	COMPLETED	0	2025-06-11 16:57:30.521	917ms	17ms	110.2%	3 MB	3.9 MB	130.6 KB	905 B
139	15/dbb0f2	1253055	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K46MK)	COMPLETED	0	2025-06-11 16:57:23.526	9.2s	7s	219.0%	1.2 GB	6.5 GB	200.6 MB	6.4 MB
144	1b/cc54a1	1256359	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K40MK)	COMPLETED	0	2025-06-11 16:57:31.415	1.9s	1s	93.4%	12.4 MB	19.9 MB	8.1 MB	81.2 KB
145	a1/5390c0	1256892	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K41MK)	COMPLETED	0	2025-06-11 16:57:32.719	1.9s	1s	95.0%	12.2 MB	19.9 MB	8 MB	17.9 KB
171	b0/7f34ea	1257652	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K53MK)	COMPLETED	0	2025-06-11 16:57:34.349	996ms	17ms	106.2%	2.9 MB	3.9 MB	130.6 KB	905 B
147	12/321fb2	1257790	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K47MK)	COMPLETED	0	2025-06-11 16:57:34.596	3s	2s	288.0%	410.2 MB	28.4 GB	479.8 MB	345.4 MB
174	f1/fcb588	1259130	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K54MK)	COMPLETED	0	2025-06-11 16:57:37.354	1.5s	18ms	131.1%	2.9 MB	3.9 MB	130.6 KB	905 B
149	68/28fa83	1259269	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K42MK)	COMPLETED	0	2025-06-11 16:57:37.603	2.3s	1s	94.0%	12.2 MB	19.9 MB	8 MB	25 KB
148	d7/d26014	1257214	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K47MK)	COMPLETED	0	2025-06-11 16:57:33.342	8.2s	7s	208.5%	1.1 GB	6.6 GB	139.4 MB	6.3 MB
152	6f/49a0b3	1260151	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K48MK)	COMPLETED	0	2025-06-11 16:57:39.895	4.2s	2s	321.2%	383.6 MB	28.4 GB	753.2 MB	535.4 MB
155	7f/654d5e	1261513	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K49MK)	COMPLETED	0	2025-06-11 16:57:44.054	4.7s	3s	335.7%	408.1 MB	28.4 GB	953.8 MB	677 MB
151	f8/c054d4	1260693	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K48MK)	COMPLETED	0	2025-06-11 16:57:41.513	9.6s	7s	229.3%	1.2 GB	6.5 GB	222.9 MB	6.5 MB
154	34/38bac6	1262642	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K49MK)	COMPLETED	0	2025-06-11 16:57:48.750	11.5s	10s	201.1%	1.2 GB	6.6 GB	281.8 MB	6.5 MB
158	06/14f230	1263272	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K4MK)	COMPLETED	0	2025-06-11 16:57:51.097	9.8s	7s	209.3%	1.3 GB	6.6 GB	175.9 MB	6.4 MB
159	82/d4951a	1264921	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K43MK)	COMPLETED	0	2025-06-11 16:58:00.943	2.3s	1s	94.6%	12.5 MB	19.9 MB	8.1 MB	56.7 KB
157	f0/af7bfd	1264576	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K4MK)	COMPLETED	0	2025-06-11 16:58:00.317	3.6s	2s	305.4%	397.9 MB	28.4 GB	591.7 MB	420.8 MB
160	ad/219853	1265733	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K44MK)	COMPLETED	0	2025-06-11 16:58:03.221	2s	1s	94.0%	12.2 MB	19.9 MB	8 MB	20.3 KB
162	04/3d71ab	1266055	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K50MK)	COMPLETED	0	2025-06-11 16:58:03.946	4.7s	3s	330.4%	400.8 MB	28.4 GB	998.9 MB	711.6 MB
164	9d/0ff686	1269013	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K46MK)	COMPLETED	0	2025-06-11 16:58:08.624	2.2s	1s	95.1%	12.3 MB	19.9 MB	8.1 MB	55.3 KB
163	bb/740338	1266537	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K50MK)	COMPLETED	0	2025-06-11 16:58:05.275	11.6s	9s	218.7%	1.2 GB	6.6 GB	292.3 MB	6.4 MB
167	f1/339d83	1271029	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K51MK)	COMPLETED	0	2025-06-11 16:58:10.822	9.9s	7s	208.7%	1.3 GB	6.5 GB	189.7 MB	6.5 MB
166	c0/bded88	1273181	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K51MK)	COMPLETED	0	2025-06-11 16:58:16.893	4s	2s	314.2%	397.1 MB	28.4 GB	635.1 MB	450.4 MB
170	9e/e9870d	1274171	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K52MK)	COMPLETED	0	2025-06-11 16:58:20.867	4.2s	2s	310.2%	405.1 MB	28.4 GB	771.4 MB	546.5 MB
183	3c/4d0599	1275347	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K55MK)	COMPLETED	0	2025-06-11 16:58:23.874	1.5s	18ms	136.5%	2.9 MB	3.9 MB	130.6 KB	905 B
173	3a/cc334d	1275790	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K53MK)	COMPLETED	0	2025-06-11 16:58:25.083	4.1s	2s	305.1%	395.2 MB	28.4 GB	651.9 MB	463 MB
169	c3/7399b9	1274123	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K52MK)	COMPLETED	0	2025-06-11 16:58:20.696	10.5s	8s	210.8%	1.3 GB	6.6 GB	229.9 MB	6.4 MB
175	f0/794031	1277337	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K47MK)	COMPLETED	0	2025-06-11 16:58:31.238	2.4s	1s	102.4%	12.1 MB	19.9 MB	8 MB	10.1 KB
176	8f/c424ef	1278036	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K54MK)	COMPLETED	0	2025-06-11 16:58:33.654	3.6s	2s	282.3%	393.9 MB	28.4 GB	482 MB	340.4 MB
172	66/7785bf	1276898	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K53MK)	COMPLETED	0	2025-06-11 16:58:29.169	8.7s	6s	232.9%	1.2 GB	6.3 GB	194 MB	6.5 MB
178	e3/9e5263	1279247	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K48MK)	COMPLETED	0	2025-06-11 16:58:37.905	2.5s	1s	94.4%	12 MB	19.7 MB	8 MB	31.6 KB
179	c0/253287	1279869	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K49MK)	COMPLETED	0	2025-06-11 16:58:40.436	2.3s	1s	94.9%	12.2 MB	19.9 MB	8.1 MB	45.9 KB
177	5c/f8234c	1278896	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K54MK)	COMPLETED	0	2025-06-11 16:58:37.294	7.8s	5s	238.3%	1 GB	6.5 GB	146.7 MB	6.6 MB
180	d6/9b8a45	1280486	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K4MK)	COMPLETED	0	2025-06-11 16:58:42.791	2.5s	1s	94.1%	12.3 MB	19.9 MB	8 MB	19 KB
181	38/901b55	1281184	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K50MK)	COMPLETED	0	2025-06-11 16:58:45.135	2.4s	1s	94.4%	12.3 MB	19.9 MB	8 MB	13.4 KB
182	99/d899e7	1281222	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K51MK)	COMPLETED	0	2025-06-11 16:58:45.246	2.5s	1s	93.4%	12.2 MB	19.9 MB	8 MB	17.9 KB
184	e7/64b2c9	1282091	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K52MK)	COMPLETED	0	2025-06-11 16:58:47.579	2.5s	0ms	94.6%	12.2 MB	19.9 MB	8.1 MB	45.8 KB
186	ed/174dcd	1283016	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K55MK)	COMPLETED	0	2025-06-11 16:58:50.076	3s	1s	240.3%	98 MB	7.2 GB	327.1 MB	227.2 MB
187	25/14452e	1283832	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K53MK)	COMPLETED	0	2025-06-11 16:58:53.117	2.3s	1s	95.4%	12.4 MB	19.9 MB	8 MB	13.5 KB
185	59/77d3dc	1282134	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K55MK)	COMPLETED	0	2025-06-11 16:58:47.727	7.9s	6s	210.9%	829.5 MB	6.7 GB	105 MB	6.5 MB
188	56/327a84	1284568	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K54MK)	COMPLETED	0	2025-06-11 16:58:55.440	2.4s	1s	93.8%	12.3 MB	19.9 MB	8 MB	15.7 KB
189	b5/8b5cb6	1284638	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K55MK)	COMPLETED	0	2025-06-11 16:58:55.674	2.3s	0ms	95.2%	11.9 MB	19.7 MB	8 MB	24.8 KB
190	f8/2d11c4	1285485	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K56MK)	COMPLETED	0	2025-06-11 16:59:02.549	1.6s	20ms	124.9%	2.9 MB	3.9 MB	130.6 KB	905 B
191	42/2d684f	1285933	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K56MK)	COMPLETED	0	2025-06-11 16:59:04.137	3.4s	2s	274.4%	402 MB	28.4 GB	448.4 MB	315.1 MB
193	40/0554ec	1287108	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K56MK)	COMPLETED	0	2025-06-11 16:59:07.562	2.2s	1s	94.5%	12.2 MB	19.9 MB	8 MB	22.7 KB
192	22/9b7579	1285931	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K56MK)	COMPLETED	0	2025-06-11 16:59:04.131	7.9s	5s	229.1%	1.1 GB	6.5 GB	138.4 MB	6.5 MB
194	fe/d77f1f	1287975	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K57MK)	COMPLETED	0	2025-06-11 17:00:00.835	1.4s	20ms	90.1%	2.9 MB	3.9 MB	130.6 KB	904 B
195	27/3668e0	1288518	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K57MK)	COMPLETED	0	2025-06-11 17:00:02.285	3.3s	2s	266.6%	405.9 MB	28.4 GB	388.9 MB	276 MB
197	c7/d89aab	1289786	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K57MK)	COMPLETED	0	2025-06-11 17:00:05.570	2.3s	1s	93.7%	12 MB	19.7 MB	8 MB	24.7 KB
196	42/0a3796	1288516	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K57MK)	COMPLETED	0	2025-06-11 17:00:02.280	7.7s	5s	202.7%	1.1 GB	6.6 GB	118 MB	6.6 MB
198	c7/e020d7	1291510	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K58MK)	COMPLETED	0	2025-06-11 17:01:09.301	1s	17ms	140.5%	2.9 MB	3.9 MB	130.6 KB	905 B
199	d9/30b2e0	1292053	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K58MK)	COMPLETED	0	2025-06-11 17:01:10.353	3s	2s	278.1%	403.1 MB	28.4 GB	418.5 MB	296 MB
201	f1/039275	1293258	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K59MK)	COMPLETED	0	2025-06-11 17:01:13.308	1.5s	17ms	145.0%	3 MB	3.9 MB	130.6 KB	905 B
202	bc/49e1e7	1293291	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K58MK)	COMPLETED	0	2025-06-11 17:01:13.363	2.4s	1s	94.8%	12.2 MB	19.9 MB	8 MB	24.5 KB
200	4a/27e321	1292055	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K58MK)	COMPLETED	0	2025-06-11 17:01:10.358	7.3s	6s	219.3%	1.1 GB	6.5 GB	127.5 MB	6.6 MB
203	1e/6167d9	1294838	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K59MK)	COMPLETED	0	2025-06-11 17:01:17.650	4s	2s	301.6%	410.5 MB	28.4 GB	655.3 MB	463.7 MB
205	f1/002ad8	1295918	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K59MK)	COMPLETED	0	2025-06-11 17:01:21.699	2.4s	0ms	93.5%	12.2 MB	19.9 MB	8 MB	15.8 KB
204	44/2aa836	1294295	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K59MK)	COMPLETED	0	2025-06-11 17:01:15.748	9.7s	8s	215.2%	1.3 GB	6.7 GB	196.6 MB	6.4 MB
206	f4/87d37d	1296594	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K5MK)	COMPLETED	0	2025-06-11 17:01:50.790	1s	20ms	122.1%	3 MB	3.9 MB	130.6 KB	905 B
207	01/8491b4	1297108	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K5MK)	COMPLETED	0	2025-06-11 17:01:51.823	3.1s	2s	281.1%	389 MB	28.4 GB	461.8 MB	329.1 MB
210	80/beb5c5	1298380	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K60MK)	COMPLETED	0	2025-06-11 17:01:55.136	942ms	17ms	147.1%	2.8 MB	3.9 MB	130.6 KB	905 B
209	48/bd6888	1298318	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K5MK)	COMPLETED	0	2025-06-11 17:01:54.909	2s	1s	94.1%	12.4 MB	19.9 MB	8 MB	22.1 KB
208	52/e650ff	1297110	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K5MK)	COMPLETED	0	2025-06-11 17:01:51.828	7.2s	5s	224.1%	876.2 MB	6.5 GB	137.7 MB	6.4 MB
212	0a/e0f972	1299317	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K60MK)	COMPLETED	0	2025-06-11 17:01:56.878	3.6s	3s	323.8%	395.9 MB	28.4 GB	702.6 MB	497.5 MB
213	29/0fef71	1300523	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K66MK)	COMPLETED	0	2025-06-11 17:02:00.028	964ms	17ms	99.1%	2.9 MB	3.9 MB	130.6 KB	904 B
214	ae/cb4369	1300926	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K60MK)	COMPLETED	0	2025-06-11 17:02:00.508	1.9s	1s	94.5%	12.3 MB	19.9 MB	8.1 MB	92.5 KB
217	58/fb3e7e	1302395	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K67MK)	COMPLETED	0	2025-06-11 17:02:05.461	919ms	18ms	128.5%	2.9 MB	3.9 MB	130.6 KB	905 B
211	a9/c4bf01	1300094	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K60MK)	COMPLETED	0	2025-06-11 17:01:59.056	9.2s	8s	219.8%	1.3 GB	6.6 GB	210.1 MB	6.4 MB
