task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
7	d3/fac98d	1157553	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K11MK)	COMPLETED	0	2025-06-11 16:51:49.483	12.2s	10s	214.9%	1.4 GB	6.6 GB	337.9 MB	6.4 MB
13	7d/ba2cf3	1161888	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K13MK)	COMPLETED	0	2025-06-11 16:52:00.796	1.1s	17ms	99.1%	3 MB	3.9 MB	130.6 KB	904 B
14	d2/480d4b	1162620	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K12MK)	COMPLETED	0	2025-06-11 16:52:01.724	2s	1s	95.9%	12.2 MB	19.9 MB	8.1 MB	87.6 KB
17	0c/69a729	1163832	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K14MK)	COMPLETED	0	2025-06-11 16:52:04.715	956ms	18ms	135.6%	2.9 MB	3.9 MB	130.6 KB	905 B
15	f3/e26039	1163471	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K13MK)	COMPLETED	0	2025-06-11 16:52:03.706	5s	4s	366.0%	398.7 MB	28.4 GB	1.3 GB	929.3 MB
21	d6/1a24be	1165494	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K15MK)	COMPLETED	0	2025-06-11 16:52:09.751	1.1s	18ms	99.5%	2.9 MB	3.9 MB	130.6 KB	904 B
12	33/b04285	1162107	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K12MK)	COMPLETED	0	2025-06-11 16:52:01.057	13.1s	11s	218.0%	1.4 GB	6.6 GB	372.6 MB	6.4 MB
24	c3/ea0c0b	1167030	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K16MK)	COMPLETED	0	2025-06-11 16:52:15.191	886ms	17ms	104.6%	2.9 MB	3.9 MB	130.6 KB	905 B
27	8a/31692d	1169891	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K17MK)	COMPLETED	0	2025-06-11 16:52:19.088	1s	17ms	137.8%	2.9 MB	3.9 MB	130.6 KB	905 B
16	f7/2162ef	1165132	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K13MK)	COMPLETED	0	2025-06-11 16:52:08.741	13.1s	11s	221.6%	1.3 GB	6.5 GB	391.7 MB	6.4 MB
30	e6/a99574	1173165	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K18MK)	COMPLETED	0	2025-06-11 16:52:23.866	1s	16ms	107.0%	3 MB	3.9 MB	130.6 KB	905 B
18	bd/a9aa12	1166622	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K14MK)	COMPLETED	0	2025-06-11 16:52:14.182	11.1s	10s	217.2%	1.3 GB	6.5 GB	306.6 MB	6.4 MB
19	4e/ace297	1171802	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K14MK)	COMPLETED	0	2025-06-11 16:52:21.858	4.5s	4s	353.2%	407.7 MB	28.4 GB	1 GB	761.8 MB
20	48/39555d	1174171	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K13MK)	COMPLETED	0	2025-06-11 16:52:25.311	1.9s	1s	94.5%	12.2 MB	19.9 MB	8.1 MB	36.8 KB
34	0a/56d4af	1175842	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K19MK)	COMPLETED	0	2025-06-11 16:52:29.213	1.4s	18ms	67.9%	2.9 MB	3.9 MB	130.6 KB	904 B
23	20/7941d4	1175078	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K15MK)	COMPLETED	0	2025-06-11 16:52:27.204	3.7s	2s	326.9%	397 MB	28.4 GB	737.2 MB	530.9 MB
25	28/e4f86c	1176715	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K16MK)	COMPLETED	0	2025-06-11 16:52:30.871	4.3s	2s	321.7%	401.8 MB	28.4 GB	838.9 MB	597.7 MB
22	13/ede1fb	1174685	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K15MK)	COMPLETED	0	2025-06-11 16:52:26.324	9.2s	8s	226.7%	1.3 GB	6.5 GB	211.3 MB	6.4 MB
29	4c/4f540c	1177969	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K17MK)	COMPLETED	0	2025-06-11 16:52:35.547	4.3s	2s	323.1%	392.4 MB	28.4 GB	750.2 MB	540.1 MB
26	98/0cfb44	1177888	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K16MK)	COMPLETED	0	2025-06-11 16:52:35.154	10.8s	8s	207.7%	1.3 GB	6.5 GB	246.2 MB	6.4 MB
28	04/2ece71	1179251	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K17MK)	COMPLETED	0	2025-06-11 16:52:39.895	9.5s	8s	216.5%	1.3 GB	6.5 GB	215.1 MB	6.5 MB
31	e5/3ef105	1180968	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K18MK)	COMPLETED	0	2025-06-11 16:52:49.440	4.2s	3s	324.7%	404.2 MB	28.4 GB	805.2 MB	576.2 MB
32	f3/ae4a2a	1180220	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K18MK)	COMPLETED	0	2025-06-11 16:52:45.925	9.3s	7s	228.0%	1.2 GB	6.3 GB	234.1 MB	6.5 MB
33	3c/ece9a7	1181939	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K14MK)	COMPLETED	0	2025-06-11 16:52:53.681	2.6s	1s	93.8%	11.9 MB	19.9 MB	8 MB	29.1 KB
36	be/048b86	1182377	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K19MK)	COMPLETED	0	2025-06-11 16:52:55.257	4.2s	3s	330.7%	386.1 MB	28.4 GB	795.8 MB	571.3 MB
37	68/f1161f	1183737	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K15MK)	COMPLETED	0	2025-06-11 16:52:59.493	2.2s	1s	94.5%	12.3 MB	19.9 MB	8.1 MB	50.1 KB
38	8b/35d4fd	1184302	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K16MK)	COMPLETED	0	2025-06-11 16:53:01.729	2.4s	0ms	95.6%	12.3 MB	19.9 MB	8 MB	17.5 KB
39	fa/30952e	1184875	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K17MK)	COMPLETED	0	2025-06-11 16:53:04.161	2.5s	1s	95.7%	11.9 MB	19.7 MB	8 MB	32.1 KB
35	45/c5fef7	1182801	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K19MK)	COMPLETED	0	2025-06-11 16:52:56.260	10.5s	8s	202.1%	1.4 GB	6.8 GB	229.5 MB	6.5 MB
40	9d/23bb89	1185488	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K18MK)	COMPLETED	0	2025-06-11 16:53:06.662	2s	1s	94.4%	12.4 MB	19.9 MB	8.1 MB	72.7 KB
41	9c/7c71c5	1185526	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K19MK)	COMPLETED	0	2025-06-11 16:53:06.758	2.1s	1s	95.4%	12.4 MB	19.9 MB	8 MB	15.8 KB
42	59/c95df6	1186407	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K1MK)	COMPLETED	0	2025-06-11 16:53:11.171	1.7s	20ms	90.0%	2.9 MB	3.9 MB	130.6 KB	904 B
44	ae/89d80a	1186947	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K1MK)	COMPLETED	0	2025-06-11 16:53:12.859	3.3s	1s	272.8%	149.9 MB	10.7 GB	361.2 MB	265 MB
45	0a/f6d1b4	1188146	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K1MK)	COMPLETED	0	2025-06-11 16:53:16.142	2.4s	1s	96.9%	12.3 MB	19.9 MB	8 MB	10.1 KB
43	0b/3024f6	1186950	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K1MK)	COMPLETED	0	2025-06-11 16:53:12.866	6.8s	4s	252.2%	741.6 MB	6.5 GB	101.1 MB	6.4 MB
46	40/4c05e8	1189036	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K20MK)	COMPLETED	0	2025-06-11 16:53:50.427	1.5s	18ms	126.3%	2.8 MB	3.9 MB	130.6 KB	905 B
47	63/a7074c	1189580	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K20MK)	COMPLETED	0	2025-06-11 16:53:51.929	3.4s	2s	276.2%	403.7 MB	28.4 GB	460.4 MB	324.5 MB
49	42/f53796	1190806	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K20MK)	COMPLETED	0	2025-06-11 16:53:55.306	2.5s	1s	95.9%	12.2 MB	19.9 MB	8 MB	19.1 KB
48	51/32697e	1189573	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K20MK)	COMPLETED	0	2025-06-11 16:53:51.921	8.7s	6s	210.9%	1.1 GB	6.7 GB	140.9 MB	6.4 MB
50	3c/948860	1191594	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K21MK)	COMPLETED	0	2025-06-11 16:54:30.788	996ms	18ms	104.1%	2.9 MB	3.9 MB	130.6 KB	905 B
52	e0/d9d63a	1192135	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K21MK)	COMPLETED	0	2025-06-11 16:54:31.805	3.1s	2s	275.3%	399.9 MB	28.4 GB	475.2 MB	335.3 MB
53	e7/c10623	1194141	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K22MK)	COMPLETED	0	2025-06-11 16:54:34.376	942ms	20ms	117.8%	2.9 MB	3.9 MB	130.6 KB	905 B
54	18/d628ba	1194522	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K21MK)	COMPLETED	0	2025-06-11 16:54:34.941	1.9s	1s	95.6%	12.2 MB	19.9 MB	8.1 MB	53.7 KB
57	57/ea52fa	1195687	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K23MK)	COMPLETED	0	2025-06-11 16:54:37.868	965ms	16ms	110.2%	2.9 MB	3.9 MB	130.6 KB	905 B
51	62/54898f	1192138	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K21MK)	COMPLETED	0	2025-06-11 16:54:31.812	7.2s	5s	220.9%	1.1 GB	6.5 GB	144.9 MB	6.5 MB
55	72/86e498	1195240	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K22MK)	COMPLETED	0	2025-06-11 16:54:36.862	3.3s	2s	292.8%	395.1 MB	28.4 GB	570.1 MB	402.6 MB
61	bb/6a55a2	1197625	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K24MK)	COMPLETED	0	2025-06-11 16:54:42.160	1s	19ms	129.1%	2.9 MB	3.9 MB	130.6 KB	905 B
64	8d/35c98f	1198475	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K25MK)	COMPLETED	0	2025-06-11 16:54:45.214	1.2s	18ms	98.6%	2.9 MB	3.9 MB	130.6 KB	904 B
56	cd/49a7ea	1196554	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K22MK)	COMPLETED	0	2025-06-11 16:54:39.033	8.2s	6s	227.1%	1.3 GB	6.5 GB	172.4 MB	6.4 MB
58	43/7768b2	1196953	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K23MK)	COMPLETED	0	2025-06-11 16:54:40.152	8.2s	7s	208.4%	1.2 GB	6.6 GB	161.4 MB	6.6 MB
60	b9/7da24a	1199658	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K22MK)	COMPLETED	0	2025-06-11 16:54:48.388	2s	1s	96.1%	12.5 MB	19.9 MB	8 MB	13.4 KB
59	2f/55a499	1199210	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K23MK)	COMPLETED	0	2025-06-11 16:54:47.191	3.3s	2s	338.7%	396 MB	28.4 GB	578.4 MB	422 MB
67	4f/cbde98	1200108	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K26MK)	COMPLETED	0	2025-06-11 16:54:49.396	1.2s	18ms	132.5%	2.9 MB	3.9 MB	130.6 KB	905 B
63	1a/3690db	1200680	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K24MK)	COMPLETED	0	2025-06-11 16:54:50.360	3.6s	2s	297.1%	395 MB	28.4 GB	647.5 MB	462.7 MB
72	34/1e4b69	1202720	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K27MK)	COMPLETED	0	2025-06-11 16:54:57.010	942ms	19ms	122.2%	2.9 MB	3.9 MB	130.6 KB	905 B
62	e2/d40c94	1200789	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K24MK)	COMPLETED	0	2025-06-11 16:54:50.524	8.2s	6s	233.0%	1.2 GB	6.5 GB	189.8 MB	6.5 MB
66	f6/2b9619	1203363	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K25MK)	COMPLETED	0	2025-06-11 16:54:58.723	3.1s	2s	286.3%	390.6 MB	28.4 GB	524 MB	372.6 MB
65	83/bc1b1a	1202017	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K25MK)	COMPLETED	0	2025-06-11 16:54:54.000	8.3s	7s	216.8%	1.4 GB	6.6 GB	156.4 MB	6.4 MB
76	b2/8da456	1204567	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K28MK)	COMPLETED	0	2025-06-11 16:55:02.356	916ms	16ms	111.3%	2.9 MB	3.9 MB	130.6 KB	905 B
68	d7/739b6c	1204216	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K23MK)	COMPLETED	0	2025-06-11 16:55:01.861	2s	1s	94.1%	12.3 MB	19.9 MB	8 MB	28.7 KB
69	79/38222c	1205480	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K26MK)	COMPLETED	0	2025-06-11 16:55:03.821	2.2s	1s	159.6%	12.3 MB	19.9 MB	97.2 MB	63.3 MB
70	39/f8bb56	1204565	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K26MK)	COMPLETED	0	2025-06-11 16:55:02.351	5.2s	4s	237.7%	424.5 MB	6.6 GB	38.9 MB	6.5 MB
71	04/9a9891	1206138	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K24MK)	COMPLETED	0	2025-06-11 16:55:06.039	1.9s	0ms	94.0%	12.2 MB	19.9 MB	8.1 MB	66.6 KB
73	21/096f59	1206787	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K27MK)	COMPLETED	0	2025-06-11 16:55:07.945	2.5s	1s	177.4%	24.6 MB	33 MB	131.9 MB	89.1 MB
80	92/cc37f0	1207651	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K29MK)	COMPLETED	0	2025-06-11 16:55:09.953	919ms	19ms	67.6%	3 MB	3.9 MB	130.6 KB	904 B
75	2d/a5f660	1208100	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K25MK)	COMPLETED	0	2025-06-11 16:55:10.423	2s	1s	94.3%	12.3 MB	19.9 MB	8 MB	20.3 KB
74	d6/68d060	1206723	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K27MK)	COMPLETED	0	2025-06-11 16:55:07.587	5.3s	3s	244.5%	518.6 MB	6.4 GB	47.9 MB	6.5 MB
84	3c/199f24	1209455	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K31MK)	COMPLETED	0	2025-06-11 16:55:13.870	994ms	18ms	96.0%	2.8 MB	3.9 MB	130.6 KB	904 B
77	08/6880ff	1209070	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K28MK)	COMPLETED	0	2025-06-11 16:55:12.863	4.4s	3s	333.4%	410.2 MB	28.4 GB	944.1 MB	667.9 MB
79	f1/923e46	1210870	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K26MK)	COMPLETED	0	2025-06-11 16:55:17.286	1.9s	1s	94.7%	12.2 MB	19.9 MB	8 MB	13.4 KB
88	4e/34b28c	1211257	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K32MK)	COMPLETED	0	2025-06-11 16:55:18.294	998ms	20ms	64.2%	2.9 MB	3.9 MB	130.6 KB	904 B
81	64/cc06b1	1211786	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K27MK)	COMPLETED	0	2025-06-11 16:55:19.200	1.9s	0ms	95.5%	12.3 MB	19.9 MB	8 MB	10.1 KB
78	c4/373c34	1208745	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K28MK)	COMPLETED	0	2025-06-11 16:55:12.386	11.3s	9s	214.1%	1.5 GB	6.6 GB	281.3 MB	6.4 MB
91	a8/5f9014	1212936	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K33MK)	COMPLETED	0	2025-06-11 16:55:23.109	952ms	17ms	142.6%	3 MB	3.9 MB	130.6 KB	905 B
83	39/d09292	1212385	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K29MK)	COMPLETED	0	2025-06-11 16:55:21.100	4.7s	3s	320.8%	405.6 MB	28.4 GB	1.1 GB	827 MB
95	35/3bccf4	1215176	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K34MK)	COMPLETED	0	2025-06-11 16:55:28.822	929ms	15ms	76.3%	3 MB	3.9 MB	130.6 KB	904 B
98	42/aba91d	1216105	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K35MK)	COMPLETED	0	2025-06-11 16:55:32.759	958ms	18ms	136.5%	2.9 MB	3.9 MB	130.6 KB	905 B
85	95/0c6044	1214480	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K31MK)	COMPLETED	0	2025-06-11 16:55:25.813	9.2s	7s	229.8%	1.3 GB	6.5 GB	214.6 MB	6.4 MB
82	8e/4f79a7	1213525	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K29MK)	COMPLETED	0	2025-06-11 16:55:23.738	13.2s	11s	204.5%	1.4 GB	6.5 GB	345.2 MB	6.5 MB
86	fb/2972be	1216782	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K31MK)	COMPLETED	0	2025-06-11 16:55:34.974	3.7s	2s	291.5%	392.1 MB	28.4 GB	696.6 MB	487 MB
87	f2/3b08eb	1217318	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K28MK)	COMPLETED	0	2025-06-11 16:55:36.923	2s	1s	95.3%	12.4 MB	19.9 MB	8.1 MB	80.7 KB
102	7b/3626d5	1219063	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K36MK)	COMPLETED	0	2025-06-11 16:55:40.923	914ms	16ms	109.2%	2.9 MB	3.9 MB	130.6 KB	905 B
89	05/f04723	1218079	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K32MK)	COMPLETED	0	2025-06-11 16:55:38.653	3.5s	2s	299.8%	387.3 MB	28.4 GB	610.1 MB	430.1 MB
106	1f/1a61ec	1220546	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K37MK)	COMPLETED	0	2025-06-11 16:55:46.180	960ms	20ms	96.6%	2.9 MB	3.9 MB	130.6 KB	904 B
90	c7/957ef0	1218194	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K32MK)	COMPLETED	0	2025-06-11 16:55:38.914	8.3s	6s	224.7%	1.1 GB	6.5 GB	185 MB	6.4 MB
92	c0/403e3a	1221099	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K33MK)	COMPLETED	0	2025-06-11 16:55:47.180	3.9s	2s	334.0%	402 MB	28.5 GB	866.1 MB	612.2 MB
109	54/177a3b	1221933	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K38MK)	COMPLETED	0	2025-06-11 16:55:50.189	1s	17ms	99.1%	2.9 MB	3.9 MB	130.6 KB	904 B
93	14/2003ac	1219735	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K33MK)	COMPLETED	0	2025-06-11 16:55:42.171	10.2s	9s	212.7%	1.3 GB	6.6 GB	258.9 MB	6.4 MB
94	d0/6b54c4	1222670	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K29MK)	COMPLETED	0	2025-06-11 16:55:51.111	1.9s	0ms	92.8%	12.4 MB	19.9 MB	8 MB	18.5 KB
113	b6/fbe8dc	1224149	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K39MK)	COMPLETED	0	2025-06-11 16:55:55.026	934ms	19ms	122.6%	3 MB	3.9 MB	130.6 KB	905 B
96	07/66410f	1223546	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K34MK)	COMPLETED	0	2025-06-11 16:55:53.016	4.2s	3s	320.4%	411.8 MB	28.5 GB	946.6 MB	672.3 MB
117	26/031fd4	1225554	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K3MK)	COMPLETED	0	2025-06-11 16:55:58.273	971ms	17ms	103.8%	2.9 MB	3.9 MB	130.6 KB	905 B
97	fc/4ecef9	1223198	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K34MK)	COMPLETED	0	2025-06-11 16:55:52.350	11.2s	10s	204.2%	1.4 GB	6.7 GB	279.4 MB	6.5 MB
120	a1/56dd16	1226655	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K40MK)	COMPLETED	0	2025-06-11 16:56:03.253	1s	17ms	112.4%	2.9 MB	3.9 MB	130.6 KB	905 B
99	7d/fde229	1225218	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (K35MK)	COMPLETED	0	2025-06-11 16:55:57.265	9.2s	8s	218.4%	1.4 GB	6.5 GB	202.4 MB	6.5 MB
100	25/e4d2bc	1226973	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_BASIC (K35MK)	COMPLETED	0	2025-06-11 16:56:03.596	3.5s	2s	323.9%	395.1 MB	28.4 GB	673.9 MB	476.6 MB
123	2b/c2b7c1	1228433	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (K41MK)	COMPLETED	0	2025-06-11 16:56:07.115	1s	18ms	137.1%	2.9 MB	3.9 MB	130.6 KB	905 B
101	c1/b4f13a	1228030	NFCORE_AMPLISEQ:AMPLISEQ:CUTADAPT_WORKFLOW:CUTADAPT_DOUBLEPRIMER (K31MK)	COMPLETED	0	2025-06-11 16:56:06.425	1.9s	1s	92.6%	12.4 MB	19.9 MB	8.1 MB	117.8 KB
